0	0
1	0
2	0
3	0
4	0
5	0
6	4.6
7	9.2
8	13.8
9	18.4
10	23
11	33.2
12	43.4
13	53.6
14	63.8
15	74
16	86.2
17	98.4
18	110.6
19	122.8
20	135
21	135.2
22	135.4
23	135.6
24	135.8
25	136
26	135.6
27	135.2
28	134.8
29	134.4
30	134
31	133.8
32	133.6
33	133.4
34	133.2
35	133
36	132.8
37	132.6
38	132.4
39	132.2
40	132
41	134.2
42	136.4
43	138.6
44	140.8
45	143
46	260.6
47	378.2
48	495.8
49	613.4
50	731
51	775.2
52	819.4
53	863.6
54	907.8
55	952
56	938.6
57	925.2
58	911.8
59	898.4
60	885
61	880.4
62	875.8
63	871.2
64	866.6
65	862
66	865.4
67	868.8
68	872.2
69	875.6
70	879
71	878.2
72	877.4
73	876.6
74	875.8
75	875
76	875.8
77	876.6
78	877.4
79	878.2
80	879
81	880
82	881
83	882
84	883
85	884
86	881.8
87	879.6
88	877.4
89	875.2
90	873
91	875.6
92	878.2
93	880.8
94	883.4
95	886
96	885
97	884
98	883
99	882
100	881
101	879.8
102	878.6
103	877.4
104	876.2
105	875
106	874.8
107	874.6
108	874.4
109	874.2
110	874
111	874.4
112	874.8
113	875.2
114	875.6
115	876
116	876.2
117	876.4
118	876.6
119	876.8
120	877
121	877.6
122	878.2
123	878.8
124	879.4
125	880
126	881.8
127	883.6
128	885.4
129	887.2
130	889
131	887.6
132	886.2
133	884.8
134	883.4
135	882
136	879
137	876
138	873
139	870
140	867
141	815.8
142	764.6
143	713.4
144	662.2
145	611
146	633
147	655
148	677
149	699
150	721
151	758
152	795
153	832
154	869
155	906
156	904.6
157	903.2
158	901.8
159	900.4
160	899
161	897.6
162	896.2
163	894.8
164	893.4
165	892
166	891.4
167	890.8
168	890.2
169	889.6
170	889
171	888.8
172	888.6
173	888.4
174	888.2
175	888
176	889.4
177	890.8
178	892.2
179	893.6
180	895
181	897.4
182	899.8
183	902.2
184	904.6
185	907
186	906.2
187	905.4
188	904.6
189	903.8
190	903
191	901
192	899
193	897
194	895
195	893
196	893.6
197	894.2
198	894.8
199	895.4
200	896
201	894.6
202	893.2
203	891.8
204	890.4
205	889
206	889.2
207	889.4
208	889.6
209	889.8
210	890
211	892.2
212	894.4
213	896.6
214	898.8
215	901
216	901.2
217	901.4
218	901.6
219	901.8
220	902
221	902.6
222	903.2
223	903.8
224	904.4
225	905
226	904.4
227	903.8
228	903.2
229	902.6
230	902
231	902.4
232	902.8
233	903.2
234	903.6
235	904
236	904.4
237	904.8
238	905.2
239	905.6
240	906
241	906.2
242	906.4
243	906.6
244	906.8
245	907
246	909.6
247	912.2
248	914.8
249	917.4
250	920
251	918.8
252	917.6
253	916.4
254	915.2
255	914
256	915
257	916
258	917
259	918
260	919
261	919.4
262	919.8
263	920.2
264	920.6
265	921
266	921
267	921
268	921
269	921
270	921
271	920.6
272	920.2
273	919.8
274	919.4
275	919
276	918.4
277	917.8
278	917.2
279	916.6
280	916
281	916
282	916
283	916
284	916
285	916
286	916.6
287	917.2
288	917.8
289	918.4
290	919
291	919.8
292	920.6
293	921.4
294	922.2
295	923
296	925.4
297	927.8
298	930.2
299	932.6
300	935
301	935.8
302	936.6
303	937.4
304	938.2
305	939
306	939.6
307	940.2
308	940.8
309	941.4
310	942
311	939.2
312	936.4
313	933.6
314	930.8
315	928
316	927.2
317	926.4
318	925.6
319	924.8
320	924
321	923.8
322	923.6
323	923.4
324	923.2
325	923
326	923.2
327	923.4
328	923.6
329	923.8
330	924
331	924.6
332	925.2
333	925.8
334	926.4
335	927
336	928.6
337	930.2
338	931.8
339	933.4
340	935
341	933.6
342	932.2
343	930.8
344	929.4
345	928
346	926.6
347	925.2
348	923.8
349	922.4
350	921
351	920.2
352	919.4
353	918.6
354	917.8
355	917
356	916.8
357	916.6
358	916.4
359	916.2
360	916
361	917.6
362	919.2
363	920.8
364	922.4
365	924
366	923.4
367	922.8
368	922.2
369	921.6
370	921
371	919.6
372	918.2
373	916.8
374	915.4
375	914
376	915.6
377	917.2
378	918.8
379	920.4
380	922
381	922.4
382	922.8
383	923.2
384	923.6
385	924
386	924.2
387	924.4
388	924.6
389	924.8
390	925
391	924.8
392	924.6
393	924.4
394	924.2
395	924
